Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10186,DualPenSports,3DS,2011,Sports,Namco Bandai Games,$0.1,$0.1,$0.0,$0.0,$0.1
10187,Project: Snowblind,XB,2005,Action,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10188,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10189,HOP,DS,2011,Platform,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10190,Brave Story: New Traveler (US sales),PSP,2006,Role-Playing,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10191,Disney's Extreme Skate Adventure,XB,2003,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10192,Tales of Phantasia (PS1 & PSP Versions),PSP,2006,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10193,Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10194,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10195,Pac-Man World 2,GBA,2005,Action,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10196,Yoostar2,PS3,2011,Misc,Unknown,$0.0,$0.1,$0.0,$0.0,$0.1
10197,Avatar: The Last Airbender,PSP,2006,Adventure,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10198,Odama,GC,2006,Misc,Nintendo,$0.1,$0.0,$0.0,$0.0,$0.1
10199,Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10200,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10201,Mobile Light Force 2,PS2,2002,Shooter,Taito,$0.1,$0.0,$0.0,$0.0,$0.1
10202,Naval Ops: Warship Gunner,PS2,2003,Simulation,Tecmo Koei,$0.1,$0.0,$0.0,$0.0,$0.1
10203,Soma Bringer,DS,2008,Role-Playing,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10204,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10205,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10207,Go! Sudoku (JP sales),PSP,2005,Puzzle,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10208,EA Replay,PSP,2006,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10209,Paws & Claws Pet Vet: Australian Adventures,DS,2009,Simulation,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10210,Bionicle Heroes,GC,2006,Shooter,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10211,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,$0.1,$0.0,$0.0,$0.0,$0.1
10212,Puss in Boots,DS,2011,Action,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10213,Split/Second,PSP,2010,Racing,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
10214,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,$0.0,$0.1,$0.0,$0.0,$0.1
10215,The King of Fighters 2000/2001,PS2,2003,Fighting,Ignition Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10216,Lunacy,SAT,1996,Adventure,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10217,Batman & Robin,PS,1998,Action,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10218,Snowboard Kids 2,N64,1999,Sports,Atlus,$0.1,$0.0,$0.0,$0.0,$0.1
10219,Tonic Trouble,N64,1999,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10220,Nuclear Strike 64,N64,1999,Simulation,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10221,Chameleon Twist,N64,1997,Platform,Sunsoft,$0.1,$0.0,$0.0,$0.0,$0.1
10222,Top Gear Rally 2,N64,1999,Racing,Kemco,$0.1,$0.0,$0.0,$0.0,$0.1
10223,Chopper Attack,N64,1997,Action,GT Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10224,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10225,Fighting Force 64,N64,1999,Action,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10226,Thief (2014),PC,2014,Action,Square Enix,$0.0,$0.1,$0.0,$0.0,$0.1
10227,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,$0.1,$0.0,$0.0,$0.0,$0.1
10228,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
10229,BlazBlue: Calamity Trigger Portable,PSP,2010,Fighting,PQube,$0.1,$0.0,$0.0,$0.0,$0.1
10230,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10231,Street Fighter Collection,SAT,1996,Fighting,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
10232,Ninja Assault,PS2,2002,Shooter,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
10233,Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10234,Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
10235,GunGriffon Blaze,PS2,2000,Simulation,Swing! Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10236,Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,$0.0,$0.0,$0.1,$0.0,$0.1
10237,Frontier Gate,PSP,2011,Role-Playing,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10238,Transformers: Devastation,PS3,2015,Action,Activision,$0.0,$0.1,$0.0,$0.0,$0.1
10239,Top Angler: Real Bass Fishing,PS2,2002,Sports,Xicat Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10240,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,$0.1,$0.0,$0.0,$0.0,$0.1
10241,Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10242,Breakout,PS,1999,Puzzle,Hasbro Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10243,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10244,AKB48+Me,3DS,2012,Action,Unknown,$0.0,$0.0,$0.1,$0.0,$0.1
10245,Touch Detective 2 1/2,DS,2007,Adventure,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10246,Alias,PS2,2004,Action,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10247,Planet 51,X360,2009,Action,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
10248,Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,$0.1,$0.1,$0.0,$0.0,$0.1
10249,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10250,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10251,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10252,Pimp My Ride,X360,2006,Racing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10253,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10254,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10255,Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,Simon & Schuster Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10256,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,$0.1,$0.0,$0.0,$0.0,$0.1
10257,X-Men: Next Dimension,XB,2002,Fighting,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10258,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,$0.1,$0.0,$0.0,$0.0,$0.1
10259,Felony 11-79,PS,1997,Racing,ASCII Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10260,Terraria,PSV,2013,Action,Screenlife,$0.0,$0.0,$0.1,$0.0,$0.1
10261,Classic Road,SNES,1993,Sports,Victor Interactive,$0.0,$0.0,$0.1,$0.0,$0.1
10262,Bust-A-Move DS,DS,2005,Puzzle,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10263,Nicktoons: Unite!,DS,2006,Adventure,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10264,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10265,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10266,One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10267,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10268,Sonic Generations,PC,2011,Platform,Sega,$0.0,$0.1,$0.0,$0.0,$0.1
10269,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,$0.1,$0.0,$0.0,$0.0,$0.1
10270,Shining Ark,PSP,2013,Role-Playing,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10271,The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10272,Backyard Baseball '10,Wii,2009,Sports,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
10273,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10274,GiFTPiA,GC,N/A,Role-Playing,Unknown,$0.0,$0.0,$0.1,$0.0,$0.1
10275,Animal Planet: Vet Life,DS,2009,Simulation,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10276,My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10277,Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,$0.1,$0.0,$0.0,$0.0,$0.1
10278,Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,$0.1,$0.0,$0.0,$0.0,$0.1
10279,Constantine,PS2,2005,Action,SCi,$0.1,$0.0,$0.0,$0.0,$0.1
10280,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10281,Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,$0.1,$0.0,$0.0,$0.0,$0.1
10282,Real World Golf,PS2,2005,Sports,Valcon Games,$0.1,$0.0,$0.0,$0.0,$0.1
10283,Winter Heat,SAT,1996,Sports,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10285,Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,$0.0,$0.1,$0.0,$0.0,$0.1
10286,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,$0.1,$0.0,$0.0,$0.0,$0.1
10287,Defender,GC,2002,Misc,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10288,Deca Sports DS,DS,2009,Sports,Hudson Soft,$0.1,$0.0,$0.0,$0.0,$0.1
10289,The Polar Express,GC,2004,Adventure,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10290,BMX XXX,XB,2002,Sports,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10291,ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10292,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,$0.1,$0.0,$0.0,$0.0,$0.1
10293,Backyard NFL Football '10,X360,2009,Sports,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
10294,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10295,Lady Sia,GBA,2001,Platform,TDK Mediactive,$0.1,$0.0,$0.0,$0.0,$0.1
10296,Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,$0.1,$0.0,$0.0,$0.0,$0.1
10297,Rocky Balboa,PSP,2007,Sports,Ubisoft,$0.0,$0.1,$0.0,$0.0,$0.1
10298,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10299,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,$0.0,$0.0,$0.1,$0.0,$0.1
10300,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,$0.1,$0.0,$0.0,$0.0,$0.1
10301,Robotech: Invasion,PS2,2004,Shooter,Global Star,$0.1,$0.0,$0.0,$0.0,$0.1
10302,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10303,Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,$0.1,$0.0,$0.0,$0.0,$0.1
10304,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,$0.1,$0.0,$0.0,$0.0,$0.1
10305,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10306,Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,$0.1,$0.0,$0.0,$0.0,$0.1
10307,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10308,Murdered: Soul Suspect,X360,2014,Action,Square Enix,$0.1,$0.0,$0.0,$0.0,$0.1
10309,X-Men: Destiny,Wii,2011,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10310,Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10311,Final Fantasy I & II,NES,1994,Role-Playing,Square,$0.0,$0.0,$0.1,$0.0,$0.1
10312,Rugby 15,PS4,2015,Sports,Bigben Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
10313,Langrisser IV,SAT,1997,Strategy,NCS,$0.0,$0.0,$0.1,$0.0,$0.1
10314,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,$0.1,$0.0,$0.0,$0.0,$0.1
10315,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10316,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10317,Arcade Party Pak,PS,1999,Misc,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10318,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10319,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10320,Picross 3D 2,3DS,2015,Puzzle,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10321,Hitman Trilogy,PS2,2007,Action,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10322,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,$0.0,$0.0,$0.1,$0.0,$0.1
10323,Tetris Evolution,X360,2007,Puzzle,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10324,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10325,Cabela's Adventure Camp,PS3,2011,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10326,Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10327,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,$0.1,$0.0,$0.0,$0.0,$0.1
10328,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10329,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10330,The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
10331,Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10332,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10333,Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,$0.0,$0.0,$0.1,$0.0,$0.1
10334,The BIGS,PSP,2007,Sports,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10335,Blades of Time,X360,2012,Action,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10336,My Boyfriend,DS,2008,Simulation,DTP Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10337,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10338,Victory Zone,PS,1995,Misc,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10339,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10340,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10341,Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10342,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,$0.1,$0.0,$0.0,$0.0,$0.1
10343,Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,$0.0,$0.0,$0.1,$0.0,$0.1
10344,Science Papa,DS,2009,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10345,Tournament Pool,Wii,2009,Sports,Destineer,$0.1,$0.0,$0.0,$0.0,$0.1
10346,Cabela's North American Adventures,X360,2010,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10347,Aqua Aqua,PS2,2000,Puzzle,3DO,$0.1,$0.0,$0.0,$0.0,$0.1
10348,Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
10349,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,$0.0,$0.1,$0.0,$0.0,$0.1
10350,Mega Man Zero 4,GBA,2005,Platform,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
10351,Black Bass with Blue Marlin,PS,1999,Sports,Starfish,$0.1,$0.0,$0.0,$0.0,$0.1
10352,Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10353,Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,$0.0,$0.0,$0.1,$0.0,$0.1
10354,Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10355,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10356,Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10357,Sudokuro,DS,2007,Puzzle,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10358,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,$0.1,$0.0,$0.0,$0.0,$0.1
10359,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,$0.0,$0.0,$0.1,$0.0,$0.1
10360,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,$0.0,$0.1,$0.0,$0.0,$0.1
10361,Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10362,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,$0.0,$0.0,$0.1,$0.0,$0.1
10363,FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10364,Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios,$0.1,$0.0,$0.0,$0.0,$0.1
10365,Lego Star Wars: The Force Awakens,X360,2016,Action,Warner Bros. Interactive Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
10366,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10367,Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,$0.1,$0.0,$0.0,$0.0,$0.1
10368,Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10369,Big League Sports: Summer,DS,2009,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10370,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10371,Sakura Wars,DC,2000,Adventure,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10372,Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10373,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10374,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10375,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10376,Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10377,Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,$0.0,$0.0,$0.1,$0.0,$0.1
10378,Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10379,Fight Club,XB,2004,Fighting,Vivendi Games,$0.1,$0.0,$0.0,$0.0,$0.1
10380,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10381,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10382,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10383,Robotics;Notes,PS3,2012,Adventure,5pb,$0.0,$0.0,$0.1,$0.0,$0.1
10384,Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A,$0.1,$0.0,$0.0,$0.0,$0.1
10385,Total Immersion Racing,PS2,2002,Racing,Empire Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10386,Virtual Hydlide,SAT,1995,Role-Playing,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10387,World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10388,Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10389,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10390,Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,$0.0,$0.0,$0.1,$0.0,$0.1
10391,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10392,Space Invaders,GBA,2002,Shooter,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10393,BlazBlue: Chrono Phantasma,PSV,2014,Fighting,Arc System Works,$0.1,$0.0,$0.0,$0.0,$0.1
10394,Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
10395,Toukiden 2,PSV,2016,Action,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
10396,Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,$0.0,$0.0,$0.0,$0.0,$0.1
10397,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10398,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10399,Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10400,Shovel Knight,WiiU,2015,Platform,Yacht Club Games,$0.1,$0.0,$0.0,$0.0,$0.1
10401,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10402,The First Templar,X360,2011,Action,Kalypso Media,$0.1,$0.0,$0.0,$0.0,$0.1
10403,X-Men: The Official Game,DS,2006,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10404,Dead to Rights II,XB,2005,Shooter,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10405,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10406,Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10407,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10408,Child of Light,PSV,2014,Role-Playing,Ubisoft,$0.0,$0.1,$0.0,$0.0,$0.1
10409,SingStar Guitar,PS3,2010,Misc,Sony Computer Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10411,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,$0.1,$0.0,$0.0,$0.0,$0.1
10412,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10413,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10414,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10415,Champion Jockey: G1 Jockey & Gallop Racer,Wii,2011,Sports,Tecmo Koei,$0.1,$0.0,$0.0,$0.0,$0.1
10416,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
